Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4394752896,https://www.linkedin.com/jobs/view/4394752896,Pending,2026-04-08 09:52:36.388274,2026-04-14 09:52:36.473986,Asking for Security clearance,"
About the job
We Are Fujitsu
We use technology to make happier lives. We are a global leader in technology and business solutions that transform organisations and the world around us. We have a long heritage of bringing innovation and expertise, continuously working to contribute to the growth of society and our customers.

 
About the Role
We are seeking a Senior Consultant – Testing to provide specialist testing advice and delivery across medium-complexity projects, supporting risk treatment, validation activities, and release readiness. The role is responsible for managing testing activities and providing stakeholders with clear evidence to support informed decisions on solution suitability for progression through development stages or release into production.

This role suits an experienced testing professional with strong exposure to data platforms, analytics environments, and Agile delivery frameworks.



Responsibilities and Accountabilities
Define and agree testing scope with stakeholders across assigned projects or specialist testing areas
Deliver testing activities within agreed timelines and budget constraints
Develop test plans and test strategies aligned to project requirements and risk mitigation
Coordinate test environments, tools, materials, and resources required for delivery
Monitor and report test progress, risks, incidents, and quality metrics
Manage or support test teams where required
Produce clear and traceable test cases aligned to business and technical requirements
Support User Acceptance Testing (UAT), Alpha and Beta testing activities
Contribute to bid support and pre-sales testing activities
Maintain alignment with organisational testing standards and frameworks
Identify opportunities for improvement and follow-on engagement opportunities
Stay current with relevant technology trends and certifications, particularly within AI & Data environments



Requirements and Experience
Produce high-quality test plans and strategies aligned to delivery risks and requirements
Ensure accurate and well-documented test cases suitable for execution teams
Successfully deliver testing activities across project lifecycle stages
Communicate effectively with project teams, managers, and stakeholders
Support quality assurance activities ensuring solutions meet defined standards
Manage testing processes including quality control testing and validation activities
Ensure completion and documentation of system testing outcomes and issue resolution
Strong experience delivering testing activities across medium-complexity projects
Good understanding of Data Modelling and Data Integration concepts
Strong SQL skills
Experience working with Power BI environments
Strong technical capability supporting data-focused testing delivery
Experience working within Agile delivery methodologies



Why Fujitsu?
We are an organization with a strong set of values and a history of respecting fairness and equality, whilst promoting diversity, equity, and inclusion. We constantly push ourselves to do better and strive to bring together a diverse mix of perspectives and talents in an inclusive environment, where we encourage our people to bring their full selves to work. We call this Be Completely You.

We put people first. We believe in the power of diversity to drive innovation and our AWEI (Australian Workplace Equality Index) Gold Employer status, and Rainbow Tick certification for LGBTI+ inclusion show that we value an inclusive culture.
We offer tailored career paths across our global organization to support your professional and personal growth.
Our customers trust us. We have an excellent reputation across the region and globally.
Best in-class reward and recognition programs flexible work, volunteering leave, and more.
We live our values of aspiration, trust, and empathy, all day, every day.

Commitment to Diversity, Equity and Inclusion
As an inclusive employer, Fujitsu aims to recruit a diverse range of talents to help us achieve our purpose. In line with our diversity, equity, and inclusion strategy, we highly welcome applications from women and gender-diverse people; Aboriginal and Torres Strait Islander people; Māori and Pacific people; LGBTI+ people; people with a disability; culturally and linguistically diverse people; veterans, Australian Defence Force (ADF) and emergency responders. Transgender and gender-diverse applicants can request a copy of our Frequently Asked Questions to assist with the recruitment journey.

If you don't tick every box in this job description, please don't rule yourself out. Research suggests that underrepresented groups tend to only apply if they meet every requirement. We focus on hiring people who value inclusion, collaboration, adaptability, courage, and integrity, rather than ticking boxes so if this resonates with you, then please apply. For more information, please email careersapac@fujitsu.com.

Search Firm Representatives – PLEASE READ:
Fujitsu does not accept unsolicited assistance from search firms for employment opportunities. All CVs or resumes submitted by search firms to any employee at our company without a valid written agreement in place for this position will be considered the sole property of our company. No fee will be paid if a candidate is hired by Fujitsu due to an agency referral where no existing agreement is in place with the Fujitsu Talent Acquisition Team. Where agency agreements are in place, introductions must be through engagement by the Fujitsu Talent Acquisition Team.

For Security Cleared Roles – PLEASE NOTE:
Due to the inherent requirements of the role, candidates must be Australian Citizens and hold an Australian Federal Government Security Clearance. The role will or will likely involve access to controlled technology and must satisfy additional restrictions and requirements as a consequence of the International Traffic in Arms Regulations and the Export Administration Regulations. As a consequence of these restrictions and requirements, applicants may be adversely impacted if they are not Australian citizens, are dual nationals, hold citizenship from proscribed countries, or are not of Australian national origin. Please refer to Discrimination (Fujitsu Australia Limited) Exemption 2017 (No 1) Notifiable instrument NI2020-672 (ACT).

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available
4389833932,https://www.linkedin.com/jobs/view/4389833932,Pending,2026-03-31 09:52:42.844145,2026-04-14 09:52:42.883015,Found a Bad Word in About Job,"
About the job
Culturally, this agency exudes genuine warmth, capacious intelligence, and a passion for real human insight that can shift behaviours and reshape our world for the better.

Hard to find elsewhere, the team thrives on mixed-methodology projects - seamlessly weaving quantitative and qualitative approaches to tackle both social and commercial research challenges.

Their super-loyal team stays for the purposeful social impact work (often in social marketing and behavioural change), alongside wickedly sharp commercial challenges across brand, innovation, and communications.

They offer exceptional learning and development to help you grow your career as a Strategic Insights Consultant.

Key responsibilities:

Confidently build strong client relationships
Support the delivery of complex research programs - from design through to insight communication
Further develop skills in survey design, meticulous project management, statistical analysis, reporting, and presenting with strategic perspective
Get involved in qualitative research - including design, depth interviews, and focus groups
Leverage insights from alternative sources, including their fabulous trends monitor
Bring curiosity, energy, and ideas to support a brilliant team

What you’re looking for:

Variety in methodologies - qualitative and quantitative
Diversity of clients - Government, NFPs, banks, retailers, tourism, and energy
Meaningful human insights work, such as: Designing road safety campaigns; Behaviour change programs for marine safety; Commercialising green energy; Innovation and choice modelling within insurance; Identifying opportunities to drive summer tourism in ski resorts; Understanding behaviour and demand at cemeteries. 
A renowned agency with an outstanding reputation
Part of a creative group, offering a strong network to leverage
Epic offices, rooftop bar, vibrant culture, socials, hybrid working, additional leave, and learning opportunities

What we’re looking for:

Experience within another social or market research agency is essential
Experience in a customised research role with exposure to the full research cycle
Experience managing multiple research projects and switching between tasks
Strong analytical, interpretive, and storytelling skills
Experience with a statistical package such as Q or SPSS
Natural confidence in a client-facing role
Tertiary qualifications in marketing, social sciences, psychology, business, or a related field

Send your CV to Senior Partner Gemma Lewis at glewis@resourcesgroup.com or call 0452 417 265 for a confidential discussion about this role and other opportunities.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4399584692,https://www.linkedin.com/jobs/view/4399584692,Pending,2026-04-14 06:52:47.910534,2026-04-14 09:52:47.958373,Required experience is high,"
About the job
👥 We’re Hiring: Business Intelligence Analyst
📍 Location: Australia (Remote)
 🕒 Employment Type: Full-Time
 💼 Experience Level: Mid-Level (2–5 years)
🌟 About the Role
We’re looking for a data-driven and business-focused Business Intelligence Analyst to turn data into actionable insights.
In this role, you’ll partner with stakeholders across the business to design dashboards, analyze performance, and support strategic decision-making. You’ll play a key role in shaping how data is used to drive growth and efficiency.
🎯 What You’ll Do
Gather and translate business requirements into data solutions
Design, build, and maintain dashboards and reports
Analyze data to identify trends, opportunities, and risks
Develop and optimize SQL queries for reporting
Ensure data quality, consistency, and reliability
Collaborate with data engineering and business teams
Automate reporting and improve data workflows
Present insights clearly to non-technical stakeholders
🛠️ Tools & Technologies
SQL (required – intermediate to advanced)
Data visualization tools (Power BI, Tableau, Looker)
Excel / Google Sheets (advanced)
Data warehousing (Snowflake, BigQuery, Redshift)
Python or R (a plus)
✅ What We’re Looking For
2–5 years of experience in BI, data analysis, or related roles
Strong SQL and data visualization skills
Experience building dashboards for business users
Solid understanding of KPIs and business metrics
Strong analytical and problem-solving skills
Excellent communication and stakeholder management
Ability to translate data into actionable insights
Comfortable working independently in a remote setup
Bachelor’s degree in Data, Business, or related field (or equivalent experience)
Full working rights in Australia
🌈 Why Join Us
Fully remote and flexible work setup
Opportunity to influence business decisions with data
Collaborative and data-driven culture
Exposure to modern BI tools and data platforms
Clear career progression into senior BI or analytics roles

Experience required 5 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4399119523,https://www.linkedin.com/jobs/view/4399119523,Pending,2026-04-13 09:52:52.481593,2026-04-14 09:52:52.518470,Required experience is high,"
About the job
Your new company
Utilities company based in Melbourne’s south-eastern suburbs. 

Your new role
As a Data Analyst, you will have with deep expertise in the utilities sector to support a data analytics project. This is a senior role for a specialist with hands-on experience in metering data, who can translate complex operational datasets into clear, actionable insights for technical and non-technical stakeholders.

Role and responsibilities:
Analyse smart meter interval data to identify anomalies, consumption trends, and potential leak or tamper events.
Build and test non-revenue reporting on real and apparent losses. 
Support development of leak detection and prioritisation models using DMA flow, pressure data and meter reads.
Develop and maintain dashboards and reports for operational and executive audiences using Power BI or Tableau.
Analyse datasets from SCADA, GIS, asset management, and billing platforms.
Ensure analytical outputs meet authority regulatory and compliance requirements.
Collaborate with engineers, field operations teams and project managers to validate findings.
Document methodologies, data assumptions, and processes to a professional standard.
Identify and resolve data quality issues in meter and leak datasets.

What you need to succeed
7–10 years of experience in data analytics with significant exposure to utilities sector in Australia.
Demonstrated experience with metering data - smart meter interval data, MDM systems, meter read validation.
Demonstrated experience with leak reporting.
Proficiency in SQL for data extraction and transformation.
Strong skills in Python or R for analysis and modelling.
Experience with Power BI.
Familiarity with Australian utilities regulatory frameworks.
Strong communication skills - able to present to both technical and executive audiences.
Strong analytical thinking with a high standard of data integrity and accuracy.

What you'll get in return
Initial 6-month contract + potential to extend.
Market rates.
3 days in office week.

What you need to do now
If you're interested in this role, forward an up-to-date copy of your CV to Vishal at Vishal.Sachdeva@hays.com.au

Experience required 10 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4379064231,https://www.linkedin.com/jobs/view/4379064231,Pending,2026-03-15 09:54:25.408909,2026-04-14 09:54:25.446090,Required experience is high,"
About the job
About Velixo

With close to 3,300 customers globally, Velixo is a leading Excel-based software company specializing in developing reporting, budgeting, data and template solutions for various ERP software such as Acumatica, Sage Intacct, and Microsoft Dynamics 365 Business Central. We provide advanced yet simple-to-use reporting tools that empower businesses to gain valuable insights, become more efficient, and automate processes from and to their ERP data.

About The Role

We are looking for a passionate ERP Data Analyst to join our team at Velixo. As an ERP Data Analyst, you will be responsible for demonstrating product capabilities, analyzing business requirements, and designing reporting solutions using SQL and Excel. Your expertise in Microsoft Excel, strong analytical mindset, and ability to provide valuable insights will play a crucial role in helping our customers leverage our Excel-based reporting solution for their ERP systems. This is an exciting opportunity to work in the ERP software industry and be part of a collaborative and growth-oriented team. We are considering candidates anywhere in Australia or New Zealand.

Responsibilities: 

Attend virtual product demonstrations with prospective customers, answer technical questions and demonstrate complex functionalities. 
Create proof-of-concept to highlight Velixo capabilities to prospective customers. 
Gather and analyse customer requirements, identify and solve roadblocks, estimate project scope and write specification documents. 
Develop customer reports based on specification documents. 
Provide initial support to new users, guiding them through the product’s features and troubleshooting common issues. 
Conduct comprehensive training sessions for clients, partners and colleagues to ensure effective use of the product. 
Develop training materials and documentation tailored to different user skill levels. 
Develop a deep understanding of Velixo and the ERP systems that we integrate with. Stay up to date with the latest industry trends in reporting techniques. 

Requirements: 

Bachelor’s degree in finance, accounting, computer science or engineering. 
5+ years of experience in the enterprise software industry. 
Advanced proficiency in Microsoft Excel, including data-enhancement functions, dynamic arrays, filters, conditional formatting, pivot tables, lambdas, and data sources. 
Strong analytical mindset with a keen eye for detail. 
Excellent communication and presentation skills to effectively convey complex information to clients. 
Working knowledge of SQL to manipulate and extract data. 
Familiarity with financial reporting and accounting basics. 
Experience working in an ERP system, particularly MYOB Acumatica, Sage Intacct or Busienss Central, is a plus. 

Benefits:

Competitive package, including super, vacation and personal days. 
Financial support for professional development courses to enhance skills and knowledge. 
Opportunity for career growth within a collaborative and supportive work environment. 

At Velixo, we prioritize the growth and development of our employees, recognizing their potential and providing opportunities to excel in their chosen field. We are excited to welcome you to our team and embark on a journey of mutual success.

Powered by JazzHR

d7Io49oeB3

Experience required 5 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4395930804,https://www.linkedin.com/jobs/view/4395930804,Pending,2026-04-08 09:54:29.785370,2026-04-14 09:54:29.838194,Found a Bad Word in About Job,"
About the job
CloudMarc | Senior Test Analyst (Data / GCP / SQL)
Location: Melbourne (Hybrid – 3 days onsite)
Work Type: Contract

About CloudMarc
CloudMarc is a specialist consultancy delivering Quality Engineering, Test Automation, and cloud-native solutions to enterprise clients across Australia.
We partner with organisations to uplift data quality, improve testing practices, and support large-scale digital and data transformation programs.

The Opportunity
We’re looking for a Senior Test Analyst with strong experience in data testing and validation to join a Melbourne-based delivery team.
This role will focus on validating large-scale data pipelines, ensuring data accuracy, integrity, and system stability across complex environments.

Key Responsibilities
Analyse requirements and develop test scenarios and test cases for data validation
Execute data testing across multiple layers and systems
Perform regression testing on high-volume transactional data
Validate data using SQL and Python-based checks where required
Identify, log, and manage defects through to resolution
Work with engineering teams to ensure data quality and availability
Support testing across ETL processes and data transformations
Contribute to test planning, execution, and reporting
Skills & Experience (Required)
Proven experience as a Senior Test Analyst in data-focused environments
Strong hands-on experience with:
SQL (data validation and reconciliation)
Exposure to Python for data validation
Experience working with:
GCP (BigQuery preferred)
Experience testing:
High-volume data pipelines and transactional systems
Strong understanding of:
ETL processes and data transformations
Excellent analytical and problem-solving skills

Highly Regarded
Experience with:
GCP services (Cloud Run, Workflows, Cloud Build, Scheduler)
Exposure to:
Graph databases (Neo4j / Cypher)
Experience working in:
CI/CD and Agile environments

What You’ll Bring
Strong attention to detail and quality-first mindset
Ability to work across complex data environments
Strong communication and stakeholder engagement skills
Ability to operate in fast-paced delivery environments

Apply
Apply via LinkedIn or reach out directly to the CloudMarc Talent team for a confidential discussion.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4388667762,https://www.linkedin.com/jobs/view/4388667762,Pending,2026-03-24 09:54:37.838682,2026-04-14 09:54:37.892504,Found a Bad Word in About Job,"
About the job
About Organization:

Join Tata Consultancy Services, Asia Pacific and be part of an organization committed to sustainable development for our future. TCS follows the Tata group philosophy of building sustainable businesses that are rooted in the community and demonstrate care for the environment. Our unique values position us to combine a purpose-driven worldview with digital innovation, collaborating with customers, communities and governments to lead and shape innovative solutions for a sustainable future. TCS has been carbon neutral in its operations across 11 countries, 12 delivery centres and 18 offices in Asia Pacific since 2022. This is only the initial stage in TCS’ journey as we strive to achieve long-term net zero emissions by 2030.

Corporate sustainability is embedded in our triple-bottom-line, focusing on people, the planet, and our purpose. Our offices are designed with eco-friendly features that significantly reduce our carbon footprint and enhance energy efficiency. We actively champion green initiatives, such as promoting paperless operations, implementing energy-efficient practices, and fostering employee engagement in sustainability efforts. When you become part of the TCS family, you will play an essential role dedicated to innovation, excellence, and crafting a brighter, greener future together. Join us and be a part of our mission to drive sustainability through technology and talent at Tata Consultancy Services, APAC today

Required Technical Skill Set

8–10+ years overall in data modeling/governance with at least 3+ years on GCP; strong SQL across analytical warehouses (BigQuery preferred).
Proven delivery of conceptual/logical/physical models for analytics & data products; deep knowledge of dimensional modeling (Kimball) and familiarity with Data Vault 2.0.
Hands‑on Collibra: configuring communities/domains, operating model, business glossary, policies, lineage ingestion, issue management, and stewardship workflows.
Practical stewardship: defining CDEs, data quality rules/thresholds, certification criteria, and data access approvals.
Experience collaborating with data engineers on Dataflow/Dataproc/Composer, and optimizing BigQuery for performance & cost.
Excellent documentation, facilitation, and stakeholder management across business and technology. 

Good-to-Have

Collibra Certifications (e.g., Ranger, Data Steward, Governance) and GCP Professional Data Engineer. 
Data modeling tools (e.g., erwin, ER/Studio, SqlDBM, Hackolade). 
Experience with data quality/observability tooling (including Collibra DQ/Observability or equivalents) and Data Catalog/MDE integrations. 
Python/dbt for transformations; CI/CD for data (Git, Terraform for infra is a plus). 

Top Reasons to Join Our Team at TCS Australia

Attractive compensation & rewards
We offer a highly competitive salary package aligned with the Australian market, complemented by performance-based incentives, recognition programs, and comprehensive employee benefits. Your achievements are celebrated, and your contributions truly matter.
Global exposure with local impact
At TCS, you’ll work with leading Australian enterprises across diverse industries while collaborating with our global network of experts. This means access to world-class practices, transformative technologies, and the chance to shape solutions that have a real impact — locally and globally.
Empowering leadership & supportive environment
Our leadership team is committed to helping you succeed. We encourage initiative, reward innovation, and provide a collaborative environment where your ideas are heard and valued.
Long-term career growth
We believe in careers, not just jobs. With continuous learning, certification support, career mobility, and clear progression pathways, TCS empowers you to grow and evolve — whether you want to deepen your expertise, explore new domains, or take on leadership roles.
Inclusive, collaborative culture
Diversity, inclusion, and respect are central to who we are. At TCS Australia, you’ll join a workplace where collaboration thrives, individuality is valued, and everyone can contribute to meaningful outcomes.
Continuous learning & cutting-edge innovation
We invest heavily in your development, offering structured learning programs, global certifications, leadership development, and opportunities to work with emerging technologies. You’ll be part of an environment that constantly challenges and expands your capabilities.

A Great Fit for the TCS Culture
We’re looking for people who are:
Passionate about technology and transformation
Driven by curiosity, innovation, and continuous learning
Excited to work in a collaborative, purpose-driven environment
Motivated by delivering real impact for clients, communities, and society
Our core values — Integrity, Excellence, Responsibility, Pioneering Spirit, and Unity — shape how we work and how we grow together.

The TCS Community in Australia and Beyond
Global strength: Over 600,000+ associates in 55+ countries, united by a shared purpose — to innovate and make a difference.
Local presence: A trusted partner to Australia’s leading enterprises across financial services, government, retail, healthcare, telecom, and more.
Social impact: Deeply committed to sustainability, digital inclusion, and community engagement initiatives in Australia and around the world.
Empowered workplace: We foster a culture where diversity, equity, and accessibility are integral to how we operate.

We don’t just imagine a better future — we help build it.
About TCS
Tata Consultancy Services (TCS) is a global leader in IT services, consulting, and business solutions. We have partnered with many of the world’s largest organisations to help them transform their businesses, operating models, and technology ecosystems.
Learn more at www.tcs.com
Equal Opportunity Employer
TCS is an equal opportunity employer. All qualified applicants will be considered without regard to race, colour, religion, gender, gender identity, sexual orientation, national origin, disability, veteran status, or any other characteristic protected by applicable law.
Note: Compensation details are accurate as of this posting and may be adjusted in line with Australian laws and market conditions. Applicants may be asked to attend interviews in person or via video conference and present valid identification during the process

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4399155882,https://www.linkedin.com/jobs/view/4399155882,Pending,2026-04-14 09:44:45.073038,2026-04-14 09:54:45.123868,Required experience is high,"
About the job
LEAD DATA / AI SCIENTIST – STRATEGY CONSULTING - AUSTRALIA (SYDNEY OR MELBORNE)
$$$ Excellent Package $$$
Our client works on some of the most complex and interesting Digital and Data problems across industries. As a Senior Strategic Data / AI Scientist, you will build best data practices for clients and support key decisions at the highest level of the industry. 
The Position:

Ensure data best practices, model choices and model building
Oversee statistical result interpretation and production of numerical and visual evidence to support decision making with C-suite clients
As a Principal Data Scientist, you are primarily responsible for managing technical projects, including data engineering, model selection and design, and infrastructure deployment in both internal and client environments as well as AI use cases for transformation.
Explaining, refining, and collaborating with stakeholders through the journey of model building
Leading the development of proprietary statistical techniques, algorithms or analytical tools on projects and asset development
Driving business growth, in terms of sales and account development.
You?
MUST HAVE - Experience with a top tier Management / Strategy Consulting firm
Minimum 8 years relevant, professional experience focused on Data Science
Ability to reduce solutions for ill-defined complex issues to small set of operationalizable components
Deep understanding of general statistics
Hands on experience with machine learning frameworks and AI preferred. 
Strong engineering skills to develop scalable data science solutions that can be run on big data sets
Superior ability to communicate complex results in the simplest manner
Expert-level expertise in Python for data science
Data expert skills in Pandas, Numpy and PySpark
Experience with programmatic chart making: Matplotlib, Seaborn
Experience of relational (e.g. SQL Server) and NoSQL databases (e.g. MongoDB)
Technical expertise in computer science, data science, machine learning, artificial intelligence, statistics, or other quantitative and computational science
Good knowledge of Data architecture
Deep knowledge of modelling or analytical techniques (e.g. Bayesian modelling, time-series forecasting, etc.)

Great opportunity to build a career in a growing team in APAC for a leading Strategy firm. Please send your CV in confidence to James Purdie at TRIBE GLOBAL SEARCH – james@tribeglobalsearch.com

We regret that only shortlisted candidates will be contacted.

Experience required 8 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4395961197,https://www.linkedin.com/jobs/view/4395961197,Pending,2026-04-09 09:54:58.535166,2026-04-14 09:54:58.573041,Required experience is high,"
About the job
IBM PLANNING ANALYTICS SENIOR TM1 CONSULTANTS



In these roles, you will be responsible for designing and implementing financial planning solutions using IBM Planning Analytics to achieve project success as agreed with customers; deliver technical, functional, and business outcomes of a project and maintaining high standards of professional communication.

Accountabilities include, but are not limited to:

Analysis and evaluation of business requirements through a structured methodical approach
Define the solution scope, time, cost and risk by translating business requirements into a set of functional and non-functional deliverables.
Estimate and plan project deliverables and success criteria
Identify project Risks and Assumptions
Communicate with stakeholders, business and technical project teams to ensure the roles and responsibilities for the solution deliver are understood
Implementation of financial planning solutions in IBM Planning Analytics / TM1 as designed in the solution scope definition
Identify all potential Change Requests and work with designated Principal Consultant/ Project Manager on these variations
Participate in Post Implementation Review and assume ownership of any actions

 Desired Skills and Experience

Essential

Greater than 5 years’ experience in delivering financial planning applications (IBM Planning Analytics / TM1 will be highly valued);
Minimum education level of Bachelor’s degree or equivalent in a relevant subject – Engineering, Mathematics, Computer Science, Business, Finance & Accounting;
Proven project experience delivering financial planning solutions covering most phases of the project lifecycle including scoping, requirements gathering, design, development, testing and deployment while using project management methodologies;
In-depth knowledge and senior level expertise in IBM Planning Analytics / TM1 including cube design, turbo integrator processes & rule engine; IBM TM1 Certified Developer would be an added advantage;
A genuine talent for grasping complex business problems and engineering effective solutions;
Excellent verbal and written communication skills

 Highly Regarded

Background in finance and understanding of financial processes such as budgeting & forecasting or supply chain roles is desirable;
Well developed skills/ability researching, designing and implementing customer solutions and programs;
Strong relationship management;
Ability to identify opportunities and taking action to help achieve business goals;
Ability to identify process improvement opportunities;
Team player with a professional, pro-active approach
Citizenship is highly regarded but not essential.

Experience required 5 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4393517214,https://www.linkedin.com/jobs/view/4393517214,Pending,2026-04-07 09:55:04.123884,2026-04-14 09:55:04.274380,Found a Bad Word in About Job,"
About the job
Please submit your CV in English and indicate your level of English proficiency.

Mindrift connects specialists with project-based AI opportunities for leading tech companies, focused on testing, evaluating, and improving AI systems. Participation is project-based, not permanent employment.

What This Opportunity Involves

While each project involves unique tasks, contributors may:

Design original computational data science problems that simulate real-world analytical workflows across industries (telecom, finance, government, e-commerce, healthcare)
Create problems requiring Python programming to solve (using Pandas, Numpy, Scipy, Sklearn, Statsmodels, Matplotlib, Seaborn)
Ensure problems are computationally intensive and cannot be solved manually within reasonable timeframes (days/weeks)
Develop problems requiring non-trivial reasoning chains in data processing, statistical analysis, feature engineering, predictive modeling, and insight extraction
Create deterministic problems with reproducible answers: avoid stochastic elements or require fixed random seeds for exact reproducibility
Base problems on real business challenges: customer analytics, risk assessment, fraud detection, forecasting, optimization, and operational efficiency
Design end-to-end problems spanning the complete data science pipeline (data ingestion → cleaning → EDA → modeling → validation → deployment considerations)
Incorporate big data processing scenarios requiring scalable computational approaches
Verify solutions using Python with standard data science libraries and statistical methods
Document problem statements clearly with realistic business contexts and provide verified correct answers

What We Look For

This opportunity is a good fit for Data Science specialists with an experience in python open to part-time, non-permanent projects. Ideally, contributors will have:

5+ years of hands-on data science experience with proven business impact
Portfolio of completed projects and publications showcasing real-world problem-solving
Expert Python programming for data science (pandas, numpy, scipy, scikit-learn, statsmodels)
Expert statistical analysis and machine learning - deep understanding of algorithms, methods, and their practical applications
Expert with SQL and database operations for data manipulation and analysis
Experience with GenAI technologies (LLMs, RAG, prompt engineering, vector databases)
Understanding of MLOps practices and model deployment workflows
Knowledge of modern frameworks (TensorFlow, PyTorch, LangChain)
Strong written English (C1+)

How It Works

Apply → Pass qualification(s) → Join a project → Complete tasks → Get paid

Project time expectations 

For this project, tasks are estimated to require around 10-20 hours per week during active phases, based on project requirements. This is an estimate, not a guaranteed workload, and applies only while the project is active.

Compensation

On this project, contributors can earn up to $55 per hour equivalent, depending on their level and pace of contribution.

Compensation varies across projects depending on scope, complexity, and required expertise. Please note that other projects on the platform may offer different earning levels based on their requirements.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
